Name,Barcode,BaseUnit,Price_Amount,GroupCode,Unnamed: 5,Unnamed: 6,Unnamed: 7,is_valid_barcode
MASSAI PINKED SAUVIGNON ROSE,4008005045114,,9.99,,,,,True
HACKNEY GELATO DARK CHOCO,5060540310484,,2.99,,,,,True
BODRUM RED SPLIT LENTILS,5060050984045,,3.79, GENERAL,,,,True
TOTAL SWEET XYLITOL,5060105190001,,3.49,,,,,True
THE CORNISH SEEWEED SPAGHETTI,700254742410,,4.99, GENERAL,,,,True
BODRUM KALAMON OLIVES,5056550711335,,6.29,,,,,True
BODRUM SLICED GREEN OLIVES,5060050998110,,2.79,GROCERY,,,,True
BODRUM SLICED BLACK OLIVES,5060050998097,,2.79,GROCERY,,,,True
GIMA Bodrum roasted aubergine,5060050984809,,2.99,GROCERY,,,,True
BODRUM MILD CURRY POWDER,5060050987275,,0.99,GROCERY,,,,True
DIFORTI PROSCIUTTO CRUDO,8052789115200,,3.29, GENERAL,,,,True
LA ROCHES BLANCHES SAUVIGNON,3760052855511,,13.49,,,,,True
CABERNET FRANC ROSE,3760052855634,,13.49,,,,,True
CHATEAU MONPLAISIR ROUGE,3423290197637,,10.99,,,,,True
CHATEAU DE BEAULIEU,3423290198603,,11.99,,,,,True
CHATEAU DE PORTETS BLANC,3480331173012,,18.49,,,,,True
ABSOLUTE AROMA MANDARIN,800783118103,,5.99,,,,,True
ROYAL DATES MAZUFATI IRANIAN,8720892285911,,3.49,,,,,True
GRAIN DE LUNE,3423290210510,,11.6,,,,,True
ITSU KATSU VEG BAO BUN,5060960660909,,5.49,,,,,True
ORGANIC CRANBERRIES,5012246524085,,1.79,GROCERY,,,,True
CARLEYS ORG CASHEW BUTTER,5055052619170,,7.49,,,,,True
MOONJI MATCHA ICE CREAM,5065006473055,,2.99,,,,,True
TRIP BLOOD ORANGE,5060884851407,,1.49, GENERAL,,,,True
TRIP ELDERFLOWER,5060884851483,,1.49, GENERAL,,,,True
CN FREJA BONE BROTH FISH,5060901840001,,5.29, GENERAL,,,,True
DUKESHILL MIDCUT BACON,5060089642589,,4.99,,,,,True
PEGOTY ORG BEEF LASAGNE,5060205230041,,9.49, GENERAL,,,,True
FLORADIX MATE TEA,4004148013102,,2.49,,,,,True
BLACK COUNTRY PORK CRUNCH,5027473219239,,1.49,,,,,True
BUDWEISER CHILLI PEANUTS,5060036016647,,1.99,,,,,True
BUDWEISER BUFFALO PEANUT,5060036016555,,1.99,,,,,True
GROWERS CHEESE BROCOLI CHIPS,5060611320138,,2.49,,,,,True
GROWERS CHILLI BROCCOLI CHIPS,5060611320152,,2.49,,,,,True
SNACK ORG BBQ RICE CRACKERS,9417986944951,,1.79,,,,,True
SNACK ORG TERIYAKI CRACKER,9417986941813,,1.79,,,,,True
HIGHER NATURE GLUTAMINE,5031013109133,,12.99,,,,,True
HIGHER NATURE ENERGISE VIT B,5031013101830,,16.49,,,,,True
HIGHER NATURE COLLAGEN DRINK,5031013105227,,25.99,,,,,True
SUN SEED RAW HEMP BUTTER,5060096250944,,6.29,,,,,True
FALCONE AMARETTI RASPBERRY,660805001062,,3.49,,,,,True
ORTIZ TUNA DEL NORTE,8411320282984,,12.99,,,,,True
HIGHER NATURE SEROTONE,5031013100116,,12.49,,,,,True
HIGHER NATURE ENERGY FOCUS,5031013109508,,5.99,,,,,True
FUSHI ORG ARGAN OIL,5060112862694,,21.49,,,,,True
NATURES AID MCT OIL,5023652444508,,18.99,,,,,True
NATURES AID FISH OIL,5023652731202,,9.49,,,,,True
NATURES AID COLLAGEN TROPICAL,5023652535008,,23.99,,,,,True
NATURES AID COLLAGEN VANILLA,5023652532250,,21.99,,,,,True
HIGHER NATURE SUPER MAG,5031013108877,,21.99,,,,,True
NATURES AID FOLIC ACID,5023652150911,,4.99,,,,,True
FUSHI ORG SLIPPERY ELM,5060112865695,,19.49,,,,,True
HIGHER NATURE GLUTAMINE,5031013100536,,15.49,,,,,True
HIGHER NATURE ZINC,5031013101083,,7.99,,,,,True
NATURES AID FLAXSEED OIL,5023652680906,,11.49,,,,,True
FUSHI ORG RED CLOVER,5060112865640,,15.99,,,,,True
HEALTHSPAN CBD OIL,5056169111403,,14.49,,,,,True
AETERNA GOLD COLLAGEN,5031013103063,,34.99,,,,,True
NATURES AID ROSE WATER,5023652091504,,5.99,,,,,True
BOOJA BOOJA WINTER COL,5060002044339,,14.99,,,,,True
VALOR MILK CHOC 0% SUGAR,8410109055795,,2.99,,,,,True
FALCONE AMARETTI PISTACHIO,660805000881,,4.29,,,,,True
THE GIVING TREE PEA CRISPS,5060343941243,,1.99,,,,,True
THAI RED CURRY PASTE,5060005460723,,4.99, GENERAL,,,,True
RF MAUSU CHILLI OIL,5391539750081,,7.49, GENERAL,,,,True
MR MAKHAMA LOTUS SNACK,8908006646128,,2.79,,,,,True
MERCHANT GOURMET MANGO CHILLI,5056215600455,,2.99,,,,,True
ANDREX TOILET ROLL,5029053582979,,1.79,,,,,True
ST PIERRE CARAMEL WAFFLES,5027952013525,,1.29,,,,,True
RF MAUSU XTRA HOT PEANUT RAYU,5391539750098,,7.49, GENERAL,,,,True
ECO GREEN LIVING FOOD BAG,5060756360730,,3.99,,,,,True
JULIE DODSWORTH WAX MELTS,5065010422872,,7.29,,,,,True
GOATS MILK CANDLE,5065009048373,,9.99,,,,,True
SERIOUS PIG SNACK PICKLES,5060234310530,,1.69,,,,,True
SEIOUS PIG CHILLI PICKLES,5060234311056,,1.69,,,,,True
BISCOFF MILK CHOCOLATE,5410126006353,,2.69, GENERAL,,,,True
GEETAS MANGO CHUTNEY,5021185041072,,2.99,,,,,True
BOOJA CARAMEL PECAN,5060002044100,,2.19,,,,,True
BOOJA DEEPLY CHOC ICE CREAM,5060002044094,,2.19,,,,,True
BOOJA VANILLA ICE CREAM,5060002044124,,2.19,,,,,True
LITLE JUDES MILK LOLY CHOCO,5060081112660,,1.99,,,,,True
ORGANIC KALE,5060129600203,,2.99,,,,,True
CN ZUPPE CHICKN VEG BUTTER BEAN,5065021485088,,9.59, GENERAL,,,,True
LITTLE JUDES FRUIT TWISTS SINGLE,5060081116156,,1.49,,,,,True
FALCONE AMARETTI AGRUMATI,660805000966,,4.29,,,,,True
LOACKER CLASSIC VANILLA,8000380153480,,1.99, GENERAL,,,,True
ONCU NAR EKISI POM SOUR,8693891196208,,4.99, GENERAL,,,,True
AYTAC ONCU M-S BLACK OLIVES,8693891402026,,9.19, GENERAL,,,,True
ULKER CRACKER WITH SESAME,8690504024538,,0.79,,,,,True
YUTAKA SALMON GYOZA,5014276707155,,8.99,,,,,True
YEE KWAN BLACK SESAME,5060236112408,,2.19,,,,,True
TAKARA PLUM WINE,4014990030066,,14.99,,,,,True
WRIGLEYS XTRA SPEARMINTB,4009900550871,,2.5,,,,,True
COLGATE TOOTHPASTE TRIPLE,8718951608030,,1,,,,,True
SARSON'S MALT VINEGAR,5060336500020,,1.59,GROCERY,,,,True
DOMESTOS BLEACH ORGINAL,8720182655929,,1.49,,,,,True
PERSIL CAPS BIO,8720181303272,,4.95,,,,,True
SHARWOODS MANGO CHUTNEY,5000354926563,,1.99,,,,,True
COTSWOLD GOLD CHILLI MAYO,5060250590992,,3.79,,,,,True
VEGGIE WASH CONCENTRATE,5024390000025,,4.99,,,,,True
VEGGI WASH SPRAY,5024390000049,,4.99,HOUSEHOLD & HEALTH & BEAUTY,,,,True
BOLD BEANS QUEEN CARLIN,5060940940144,,5.99,,,,,True
ATTITUDE AIR PURIFIER,626232152241,,7.99, GENERAL,,,,True
LOOFCO WASHING UP BRUSH,5060175850539,,2.79,,,,,True
SAFIX SCRUB PAD,8906021190015,,1.99,,,,,True
MERCHANT GOURMET BELUGA,5056215600097,,2.69,,,,,True
THE HUMBLE CO BRUSH,7350075693793,,3.29,,,,,True
NAPOLINA XTRA V OLIVE OIL,5000232037442,,4.49,,,,,True
HEINZ MAYONNAISE,5900783008222,,2.89,,,,,True
DELAMARE GOATS BUTTER,5016860837354,,2.49, GENERAL,,,,True
GRENADE DARK CHOC MINT,5060221201858,,3.19,,,,,True
HEYLO LOW CARB KETO BREAD,5060505602135,,4.79,,,,,True
JUDES CHERRIES ICE CREAM,5060081116705,,5.19, GENERAL,,,,True
MODERN NATURE STEVIA DROPS,5060457840364,,7.99, GENERAL,,,,True
PRO FUSION PINK SALT GRINDER,5032722312500,,7.99,,,,,True
PUKPIP DARK BANANA ICE CREAM,5060954780019,,4.89,,,,,True
PUKPIP BANANA WHITE ICE CRE,5060954780026,,3.79,,,,,True
PROSECCO ERA ORGANIC WINE,8008863071061,,15.49,,,,,True
RAMUS HADDOCK FILLETS,5081304449882,,7.99,,,,,True
EMMA BASIC JAPANESE CURRY,5060740660402,,3.99,,,,,True
EMMA FURIKAKE SEASONING,5060740660983,,5.69,,,,,True
EMMA KONJAC FETTUCINE,5060740661195,,1.79, GENERAL,,,,True
EMMA PANKO BREADCRUMBS,5060740661720,,3.99, GENERAL,,,,True
NOURI & CIE DATES,3298020389091,,1.49,,,,,True
TAM TAM CARAMEL BISCUITS,9310072034577,,2.99,,,,,True
CN ZUPPE SPICED SWEETCORN COCONUT,5065021485071,,9.99, GENERAL,,,,True
CLEARSPRING SEAVEG CHILLI,5021554005315,,1.49, GENERAL,,,,True
PARMIGIANO REGGIANO,8010721001509,,2.89,,,,,True
CASA MODENA GUANCIALE,8004225059982,,3.29,,,,,True
SMOKED PEPPERED MACKEREL,5060175834065,,4.79,,,,,True
CF OAK ROAST SALMON FLAKE,5060175834119,,4.19, GENERAL,,,,True
LF JALAPENO SAUCE,5060697620122,,10.49,,,,,True
ITSU RESTAURANT RAMEN,5060960661524,,1.29, GENERAL,,,,True
HAZERBABA APPLE TEA,8691230252608,,5.99,,,,,True
LE LINGUE MARIO FONGO,8028947088037,,7.9,,,,,True
CHATEAU PAVILLON ROCHER,3555100011151,,36.99,,,,,True
PROPER CORN SWEET SALTY,5060283760034,,0.89,,,,,True
RF ORTIZ WHITE TUNA OLIVE OIL,8411320234006,,6.39, GENERAL,,,,True
LUCY'S VEGAN MOYONNAISE,5024570007455,,5.19,,,,,True
ORGANIC ITALIAN TOMATO&OIL PESTO,5060178074635,,3.49,,,,,True
MULINO BIANCO RIGOL,8076809506229,,2.99, GENERAL,,,,True
COLGATE 3 PACK TOOTHBRUSH,5055028388253,,1.49,,,,,True
COLGATE SINGLE TOOTHBRUSH,5055028388239,,1.49,,,,,True
NOURI CIE DATES,6191514300176,,1.49,,,,,True
REBEL EASY GREEEN,5060376692440,,2.99, GENERAL,,,,True
JUST NATURAL ORG.COUS COUS,5060338033151,,2.49,GROCERY,,,,True
ORG MANDARIN N APPLE,5024121497216,,4.19,,,,,True
LANCASHIRE FARM BIO YOGHURT,5035251000191,,4.79,DAIRY,,,,True
YAKSO HOT SAUCE,8718754500258,,3.69,SAUCE,,,,True
CLEARSPRING SOYA SAUCE,5021554986706,,13.99,,,,,True
YUTAKA SUSHI GINGER,5014276600012,,2.49,,,,,True
CLEARSPRING BROWN VERMICELLI,5021554005438,,4.55, GENERAL,,,,True
YAKSO THAI CURRY,8718754500159,,3.99,,,,,True
YAKSO SPICE BEEF RENDANG,8718754506410,,3.29, GENERAL,,,,True
GRAN LUCHITO BBQ,5060321390872,,3.99, GENERAL,,,,True
YAKSO BROWN RICE NOODLE,8718754500531,,4.55, GENERAL,,,,True
KIKOMAN RAMEN SOUP,8715035590304,,4.39,,,,,True
YAKSO KORMA,8718754500098,,3.99,,,,,True
THAI TASTE TUMERIC,5055036901178,,2.19,,,,,True
RF KIKOMAN STIRFRY SAUCE,8715035230309,,4.39, GENERAL,,,,True
ZWAN LUNCHEON MEAT,8714555001635,,3.79,,,,,True
GEO ORGANICS RENDANG PASTE,5060005460709,,4.99,GENERAL,,,,True
GEO ORGANICS SATAY PASTE,5060005460686,,4.99, GENERAL,,,,True
KANPY GLASS NOODLE,4901401063068,,1.7,,,,,True
CLEARSPRING BLACK NOODLE,5021554005452,,4.55, GENERAL,,,,True
YAKSO SWEET CHILLI,5400313432003,,3.99, GENERAL,,,,True
MED CUISINE LEMON PST,5060981591671,,3.99,,,,,True
MED CUISINE GREEN SCHUG,703674312607,,4.29,,,,,True
MED CUISINE HARISSA,5060981591626,,3.99,,,,,True
YAKSO TANDOORI SAUCE,8718754500111,,3.99,,,,,True
GEETAS LIME PICKLE,5021185401685,,2.69,,,,,True
THAI DRAGON SIRACHA,5020580016999,,3.99,,,,,True
THAI DRAGON SIRACHA MAYO,5020580018382,,3.99,,,,,True
THAI DRAON SWEET CHILLI,5020580017057,,3.99,,,,,True
LILLYS KITCHEN LEAN MCH,5056273604419,,4.59, GENERAL,,,,True
LILYS KITCHEN ENGLISH GRDN,5060184240659,,4.59, GENERAL,,,,True
LILYS KITCHEN VEGGIE FST,5060184242981,,3.99,,,,,True
LILYS KITCHEN CORONATION,5060184242653,,3.99,,,,,True
LILYS KITCHEN RAINBOW STW,5056273602927,,3.99,,,,,True
LILYS KITCHEN PUPPY RECIPE,5060184246101,,1.79,GENERAL,,,,True
LILYS KITCHEN BEEFGOULASH,5056273604495,,1.99, GENERAL,,,,True
LILYKITCHE ORG PUPPIES,5060184240208,,1.99, GENERAL,,,,True
RUMMO BASILICO,8008343299671,,3.29,,,,,True
MANCINI SPAGHETTI,8033712790701,,4.79,,,,,True
LILYS SENIOR TURKY N TROUT 8,5060184242066,,25.99,,,,,True
LILYS SAL SUP S POT PEAS,5056273601739,,25.99,,,,,True
HUNTER N GATHER AVO OIL RANCH,604565349477,,4.49,,,,,True
CLEARSPRING BIO KITH LENTILS,5021554989561,,2.09,,,,,True
ALLINSONS YEAST,5015821127268,,1.59, GENERAL,,,,True
FREE MAIZE N RICE LASAGNE,5011766666336,,3.69,,,,,True
LUCYS LIME N CHILLI DRESSING,5060254170015,,4.99, GENERAL,,,,True
MR ORGANIC TOSTED SESAME OIL,5060178071900,,6.49,,,,,True
RF BELAZU GENOVESE PESTO,5030343834098,,3.99, GENERAL,,,,True
HAPPY BUTTER ORG GHEE,700461254829,,12.49, GENERAL,,,,True
CROSTA N MOLLICA OLIVE CAPP TOM,5060198645891,,3.79,,,,,True
LE CONSERVE MUSHROM SAUCE,8005360001676,,2.99, GENERAL,,,,True
STRIANESE PASSATA ITA TOM,8003716002018,,1.59,,,,,True
RF BELAZU TRUFFLE N ARTI PESTO,5030343834074,,4.45, GENERAL,,,,True
WHOLE EARTH COFFE ALTERNATIVE,5011835100808,,3.49,,,,,True
DIFORTI GF BLASAMIC VINEGAR,8032680564017,,4.69,,,,,True
DIFORTI ITA UNFILTERD OLIV OIL,8052789117983,,24.69,,,,,True
LUGLIO EXT VERG OLIVA,8018440001312,,10.99,,,,,True
LUGLIO PEPERONCINO OLIVE OIL,8018440003125,,5.99,,,,,True
LILYS KITCHEN S FILLETS T/S,5056273602118,,1.89,,,,,True
THE ESTATE DAIRY SS MILK,634114000276,,2.59, GENERAL,,,,True
ORG CASSAVA STARCH,6156000193236,,4.29,,,,,True
AL NAKHIL TAHINI,5287000459013,,8.99,,,,,True
GOCCIOLE CHOCOLATE,8013355500844,,3.99,CRISP&NUTS&SNACK,,,,True
BLACKTHORN SEA SALT FLAKES,5026723000214,,7.99,,,,,True
RICOLA PEPPERMINT,7610700922491,,1.79,,,,,True
RICOLA RASPBERRY,7610700021705,,1.79,,,,,True
DIFORTI SOFT NOUGAT BERRIES,8053435771450,,4.99,,,,,True
SUNITA GRAPE JUICE HALVA,5018076100963,,1.99, GENERAL,,,,True
URBAN FRUIT PINEAPPLE,5060139431828,,1.49,,,,,True
CN TIDEFORD LENTIL/SPINACH,5034124007626,,3.79, GENERAL,,,,True
DELPHI SIRACHA HOUMOUS,5018811999579,,1.89,,,,,True
ZUPPE ITALIAN GREEN BEANS SOUP,5065021485132,,8.79, GENERAL,,,,True
CN ZUPPE MUSHROOM SOUP,5065021485095,,8.79, GENERAL,,,,True
CAFE DIRECT FAMILIA ESPRESSO,5060198252679,,7.29,,,,,True
CN ZUPPE MINESTRA DI V,5065021485118,,8.79, GENERAL,,,,True
CN ZUPPE PEPPER TOMATO SOUP,5065021485064,,7.99, GENERAL,,,,True
MEADOWS NATURAL HONEY,745760800551,,3.29,,,,,True
CF BLACK BEE SPRING HONEY,5060554160051,,7.19, GENERAL,,,,True
CHEEKY TOILET 4 ROLLS,5060561630189,,3.79,,,,,True
TONYS ADVENT CALENDAR,8719956495069,,12.99,,,,,True
MONTEZUMAS HOTPICK CHOC,5060719920407,,3.69, GENERAL,,,,True
STRONG ROOTS CRINKLE FRIES,5391528181599,,4.29,,,,,True
KING SOBA BRWN RICE PAPER,619286609373,,3.29,,,,,True
DREAMIES CHICKEN,4008429037894,,1.79,PET FOODS,,,,True
SNACKSY SIGNATURE DARK,5065008149361,,2.59,,,,,True
YUTAKA ABURA-AGE,5014276827181,,1.49,,,,,True
YUTAKA FRZ UDON NOODLE,5014276706806,,2.19,,,,,True
SUN N SEED WALNUT OIL,5060096250173,,9.99, GENERAL,,,,True
ZAYTUN EX OLIVIE OIL,189588000906,,16.99,,,,,True
BIONA BLACKCURRANT PURE JUICE,5032722319905,,4.89,,,,,True
BIONA ORG PRUNE JUICE,5032722319189,,8.99,,,,,True
BIONA PASSATA FINA,5032722301030,,2.99,,,,,True
BIA TECA FLAX SEED OIL,4841276006718,,6.99,,,,,True
BOOJA COOKIE DOUGH,5060002044469,,3.29, GENERAL,,,,True
BOOJA SALTED CARAMEL,5060002044445,,3.29,,,,,True
BOOJA HAZLENUT,5060002044438,,3.29, GENERAL,,,,True
BOOJA RASPBERRY SCRUNCH,5060002044452,,3.29, GENERAL,,,,True
GOOD EARTH TEA HIBI ROSE S BERR,5000208044528,,3.29,,,,,True
GOOD EARTH GR TEA MORR MINT,5000208035274,,3.29,,,,,True
COOKS N CO BORETTANE ONIONS,5060016803403,,5.19, GENERAL,,,,True
GOOD EARTH WHT TEA ELD PEAR,5000208052097,,3.29,,,,,True
JUST NATURLE FINE OATMEAL,5060338033427,,2.09,,,,,True
JUST NATURAL RAW COCOA BEAN,5056078800641,,6.29,,,,,True
JUST NATURAL BANANA CHIPS,5060338032932,,1.79,,,,,True
JUST NATURAL BROWN LINSEED,5056078806247,,1.89,,,,,True
JUST NATURAL FLAKED ALMON,5060338032864,,2.99,,,,,True
JUST NATURAL SUNDRIED TOMATO,5055177532804,,2.39,,,,,True
JUST NATURAL CANDIED GINGER CU,5060338039733,,3.49,,,,,True
JUST NATURAL WALNUT HALVES,5060338033922,,3.69,,,,,True
JUST NATURAL GOJI BERRIES,5060338039450,,5.69,,,,,True
JUST NATURAL SWEETENED,5060338033175,,3.29,,,,,True
GROVY EX OLIVE OIL,5038695460231,,3.09,,,,,True
JUST NATURAL JUMBO OATS,5060338033328,,3.49,,,,,True
JUST NATURAL PORRIDGE OATS,5060338033496,,3.49,,,,,True
ORG KITCHEN WHO FUSILLI,5055177538349,,2.79,,,,,True
ORG KITCHEN SPIN TAGLIA,5055177538318,,2.39,,,,,True
HELLENIC SUN KALAMATA OLIVES,5018076002328,,3.19, GENERAL,,,,True
RF HELLENIC SUN PITTED OLIVES,5018076002342,,2.99, GENERAL,,,,True
HELLENIC SUN GREEN OLIVES,5018076002335,,3.19,,,,,True
RF BRETS LA CRAQUANTE CRISP,3497911119124,,3.29, GENERAL,,,,True
BRETS BLEU PANCETTA CRISP,3497917002765,,3.29,,,,,True
CN RE-NOURISH CARROT GINGER,5060660910038,,3.49, GENERAL,,,,True
JASBERRY RICE ORIGINAL,5060691236305,,3.19, GENERAL,,,,True
JASBERRY RICE COCONUT,5060691236329,,2.29, GENERAL,,,,True
BIONA ORGANIC CHOPPED TOM.,5032722302952,,1.99,GROCERY,,,,True
GIMA BODRUM HOT PEPPERS,5060050985141,,2.99, GENERAL,,,,True
SANPELLEGRINO ORANGE POMEGRANATE,8002270396885,,1.49,,,,,True
SANPELLEGRINO BLOOD ORANGE,8002270586835,,1.49,,,,,True
SANPELLEGRINO ORANGE,8002270506833,,1.49,,,,,True
SANPELLEGRINO GRAPEFRUIT,8002270606823,,1.49,,,,,True
SANPELLEGRINO LEMON,8002270576829,,1.49,,,,,True
RF BELAZU BLACK OLIVE TAPENADE,5030343004507,,4.55, GENERAL,,,,True
OPIES LEMON SLICE,5010392009289,,2.19,,,,,True
EATEN ALIVE KIMCHI HOT SAUCE,5060719550055,,4.99,,,,,True
DECECCO TORTIGLIONI 23,8001250120236,,1.69,,,,,True
DECECCO RIGATONI 24,8001250120243,,1.99,,,,,True
RF RUMMO CONCHIGLIONI RIG,8008343201476,,2.99, GENERAL,,,,True
RUMMO PACCHERI RIG 150,8008343201506,,3,,,,,True
JUST NATURAL PEARL BARLEY,5060338039511,,2.19,,,,,True
JUST NATURAL RED QUINOA,5060338039283,,3.59,,,,,True
JUST NATURAL POPPING CORN,5060338033489,,2.19,,,,,True
JUST NATURAL YELLOW SPLIT PEAS,5056078800627,,2.39,,,,,True
JUST NATURAL MILLET GRAIN,5060338033403,,2.09,,,,,True
JUST NATURAL QUINOA FLAKES,5060338033618,,4.19,,,,,True
EROS DRIED PAPAYA,8850026210592,,2.59,,,,,True
HIP POP CBD CHERRY BLACK,5060512670806,,1.99, GENERAL,,,,True
HIP POP PINK GRAEFRUIT,5060512670905,,2.29,,,,,True
HIP POP TROPICAL PEACH,5060512670929,,2.29,,,,,True
HIP POP ORANGE,5060512671254,,2.29,,,,,True
DR OETKER EXTRA DARK CHOC CHUNKS,5000254019310,,4.39,,,,,True
OOM CALM DRINK,5070003001910,,2.29,,,,,True
OOM BALANCE DRINK,5070003001903,,2.29,,,,,True
OOM FOCUS DRINK,5070003001927,,2.29,,,,,True
JUST NATURAL YOGHURT CASHEW,5060338032741,,2.29,,,,,True
SALTLETTS STICKS,4017100737909,,1.49,,,,,True
FLORADIX DANDELION TEA,4004148013294,,2.79, GENERAL,,,,True
LEIBNIZ ZOO,4017100107054,,1.49, GENERAL,,,,True
STUTE NO SG STRAWBERRY JAM,4006424022365,,3.69, GENERAL,,,,True
RF BELAZU BASIL PESTO,5030343837860,,2.75, GENERAL,,,,True
STUTE  NO SG APRICOT JAM,4006424022389,,3.69, GENERAL,,,,True
STUTE NO SG CHERRY JAM,4006424022358,,3.69, GENERAL,,,,True
FOREST FEAST MANGO,5022374046663,,4.89, GENERAL,,,,True
DASH ORANGE 330ML,5060489730824,,1.49,,,,,True
DASH GRAPEFRUIT,5060489730732,,1.49,,,,,True
PURELY SWEET PLANTAIN,5060537380063,,2.29, GENERAL,,,,True
CUCUMBER PREMIUM SODA,5060557310002,,1.99,,,,,True
HIBISCUS & ROSE PREMIUM SODA,5060557310026,,1.49, GENERAL,,,,True
ELECTROLYTE LEMON & LIME,5060446100455,,2.99,,,,,True
ELECTROLYTE,5060446100462,,2.99,,,,,True
PROTEIN PRO,5060446100820,,2.99,,,,,True
PROTEIN PRO,5060446100813,,2.99,,,,,True
WHOLE EARTH ORGANIC COLA,5013665116417,,1.79,,,,,True
WHOLE EARTH ORGANIC GINGER,5013665116530,,1.69, GENERAL,,,,True
WHOLE EARTH ORGANIC ELDERFLOWER,5013665116516,,1.79,,,,,True
WHOLE EARTH ORGANIC CRANBERRY,5013665116455,,1.59,,,,,True
OMEGA MACADAMIA OIL,5070002731719,,9.99, GENERAL,,,,True
GIVING TREE BROCOLI CHIPS,5060343940352,,3.49,,,,,True
REALFOODS ARTICHOKE SPREAD,5034210521449,,3.49,,,,,True
HEMP TEA,8719326036960,,5.49,,,,,True
COOKS N CO PORCINI MUSH RISOTTO,5060016802925,,3.49, GENERAL,,,,True
TAKAOKAYA GENMAI CHA,735407612029,,3.89,,,,,True
FISH 4 EVER PINK SALMO,5034210521296,,4.89,,,,,True
HELLENIC SUN KALAMATA OLIVE,5018076002366,,2.69,,,,,True
PONTI GLASSA VINEGAR MODINA,8001010076568,,4.89,,,,,True
STEENBERG ORNG BLOS WATER,5060073387663,,5.59,,,,,True
PERELLO PICKLED GARLIC,8437008051451,,4.49,,,,,True
BELAZU VINEGER MODINA,5030343830687,,10.39,,,,,True
DULCESOL WRAPS WHO WHEAT,8410087831657,,1.59, GENERAL,,,,True
MANILIFE ALMOND BUTTER 1KG,5060560281177,,19.39, GENERAL,,,,True
HEORA CHORIZO SAUSAGES,8437017033653,,5.19,,,,,True
LIZIS GRANOLA HIGH PROTEIN CHOC N P,5060043225261,,4.49,,,,,True
RF MUTTI TOMATO SAUCE OLIVE,8005110516009,,2.99, GENERAL,,,,True
RF MUTTI TOMATO SAUCE PARMIGIANO,8005110000775,,2.99, GENERAL,,,,True
JUDES BELGIAN CHOC ICECREAM,5060081116729,,5.19,,,,,True
HACKNEY GELATO PIST ALM LEM,5060540310064,,7.49,,,,,True
HACKNEY GELATO PEANUT CHOC,5060540310606,,7.49,,,,,True
PUKPIP BANANA CHOC BITES,5060954780101,,4.49,,,,,True
HANS FREITAG MINI ROSSINI,4002652001677,,2.29,,,,,True
BRICKELLS STRAWBERRY ICECREAM,5060686309939,,7.99,,,,,True
RF FLIPPO BERIO EX VIRGIN,8002210500105,,4.49,GROCERY,,,,True
RF MASTER COOK UDON NOODLES,5055036902359,,2.39, GENERAL,,,,True
RF RUMMO EGG CANNELLONI,8008343221764,,2.99, GENERAL,,,,True
MUTTI PASSATA,8005110860508,,1.89,,,,,True
RF RUMMO CAPELLINI NO1,8008343200011,,2.29, GENERAL,,,,True
RF KIKKOMAN TERIYAKI MARINADE,8715035210301,,3.29,GROCERY,,,,True
CONDORELLI PISTACHIO SPREAD,8004494313266,,9.65,,,,,True
ELLA'S KITCHEN ORG. GREEN ONE,5060107330412,,1.49,BABY PRODUCTS,,,,True
COOL CHILE MOLE PABLANO,5029210000605,,5.99,,,,,True
GYMKHANA TANDOORI MARINADE,5065015354635,,5.55, GENERAL,,,,True
GYMKHANA ROASTED GARLIC & CHILLI,5065015354048,,5.99,,,,,True
COOL CHIL BLUE MASA HARINA,5029210000131,,4.49,,,,,True
BODRUM MIXED SPICE,5060050987411,,1.99,GROCERY,,,,True
CARAVAN PODS MARKET BLEND,5060856010375,,5.39,,,,,True
CARAVAN PODS DAILY BLEND,5060856010351,,5.39,,,,,True
CAFE DIRECT COFFEE MAYAN GLD,5060198252785,,5.99,,,,,True
LINDT EXCELLENCE 90% COCOA,3046920029759,,4.19,CHOCOLATE & SWEETS,,,,True
KOLIOS ORGANIC GREEK YOGURT,5201704064779,,3.99,DAIRY,,,,True
OLINAS SEED CRACKERS,9349571002336,,2.79,,,,,True
OLINAS WAFER CRAKERS,9349571002145,,1.75, GENERAL,,,,True
RHYTHM CHOC&SALTED CAR,7640155341059,,3.59, GENERAL,,,,True
RHYTHM HAZELNUT&CHOC,7640155340540,,3.59, GENERAL,,,,True
TEAPIGS DETOX TEA,5060136753558,,4.49, GENERAL,,,,True
TEAPIGS DECAFE ENGLISH,5060136754418,,5.99, GENERAL,,,,True
TEAPIGS SUPER FRUIT,5060136750151,,5.49, GENERAL,,,,True
TEAPIGS CHAI,5060136750021,,5.49, GENERAL,,,,True
YOGI TEA GREEN ENERGY,4012824401969,,2.99, GENERAL,,,,True
YOGI TEA NATURAL ENERGY,4012824405776,,3.49,,,,,True
YAYLA SAC YUFKA,4027394010121,,1.99,,,,,True
L M MANGO MOCHI,5027324001846,,4.99,,,,,True
JUDE MINT CHOCO,5060081115494,,1.99,,,,,True
JUDES GINGER SPICE,5060081112530,,1.99,,,,,True
KITAKYU SAKURA MOCHI,4969321176237,,7.49,,,,,True
LINDT PISTACHIO DELIGHT,3046920020183,,4.79,,,,,True
LINDT SEA SALT CARAMEL,3046920010382,,3.89,,,,,True
LINDT LINDOR SALTED CARAMEL,7610400092180,,3.59,,,,,True
